76,0.625,1133.3,218.22,827.95,1429.3,212.32,804.1,1196.6,207.1,1049.1,1403.3,212.29,1056.3,1255.9,374.05,1101.4,1380.2,405.03,1046.3,1422.9,525.84,830.12,1345.4,592.3,861.64,1159.1,435.33,809.6,1210,351.52,816.86,1101.4,351.22,823.52
77,0.633,1133.3,218.44,827.64,1429.4,212.42,804.62,1195.8,207.33,1048.7,1402.4,212.29,1056.7,1254.9,374.12,1101.2,1380.1,404.48,1047.6,1426.6,526.5,833.66,1348.6,592.91,863.9,1163.3,435.5,810.15,1213.8,351.51,818.25,1105.7,351.28,823.64
78,0.642,1133.3,218.65,827.37,1429.6,212.5,805.17,1194.9,207.56,1048.3,1401.5,212.3,1057.3,1253.9,374.16,1101.1,1380,403.94,1048.9,1429.8,527.17,837.07,1351.4,593.52,866.07,1167.2,435.65,810.67,1217.2,351.53,819.52,1109.5,351.33,823.78
79,0.65,1133.2,218.85,827.13,1429.8,212.57,805.75,1194.1,207.78,1047.9,1400.6,212.31,1057.8,1253,374.18,1101,1379.7,403.41,1050.2,1432.7,527.82,840.29,1353.9,594.09,868.1,1170.7,435.78,811.17,1220.5,351.57,820.65,1113,351.37,823.93
80,0.658,1133.2,219.03,826.9,1430.1,212.62,806.34,1193.3,207.98,1047.5,1399.8,212.33,1058.4,1252,374.19,1100.8,1379.4,402.91,1051.4,1435.2,528.42,843.24,1356.1,594.63,869.94,1173.8,435.88,811.64,1223.4,351.64,821.66,1116,351.39,824.11
81,0.667,1133.3,219.18,826.66,1430.3,212.66,806.94,1192.4,208.16,1047,1399,212.36,1059,1251,374.2,1100.7,1378.9,402.47,1052.5,1437.3,528.96,845.85,1357.8,595.1,871.54,1176.5,435.96,812.09,1225.9,351.72,822.53,1118.6,351.38,824.31
82,0.675,1133.5,219.3,826.41,1430.6,212.7,807.54,1191.6,208.31,1046.6,1398.2,212.4,1059.6,1250.1,374.21,1100.6,1378.4,402.1,1053.5,1438.9,529.41,848.07,1359.2,595.52,872.87,1178.6,436.02,812.54,1228,351.84,823.3,1120.6,351.36,824.5
83,0.683,1133.7,219.36,826.15,1431,212.74,808.13,1190.9,208.43,1046.2,1397.4,212.46,1060.1,1249.2,374.23,1100.4,1377.8,401.84,1054.3,1440,529.8,849.86,1360.1,595.87,873.92,1180.1,436.05,812.96,1229.4,351.97,823.95,1122,351.33,824.68
84,0.692,1134,219.39,825.88,1431.3,212.78,808.69,1190.2,208.52,1045.8,1396.7,212.54,1060.6,1248.3,374.25,1100.3,1377.2,401.71,1054.9,1440.7,530.15,851.19,1360.5,596.17,874.68,1181.1,436.07,813.34,1230.4,352.11,824.48,1123,351.28,824.8
85,0.7,1134.4,219.39,825.63,1431.7,212.84,809.21,1189.6,208.58,1045.4,1396.1,212.63,1061.1,1247.5,374.27,1100.1,1376.5,401.7,1055.4,1440.9,530.49,852.07,1360.6,596.45,875.17,1181.6,436.09,813.63,1230.7,352.26,824.89,1123.4,351.25,824.86
86,0.708,1134.7,219.4,825.4,1432.1,212.92,809.66,1189.1,208.6,1045.1,1395.5,212.73,1061.4,1246.8,374.28,1099.9,1375.8,401.83,1055.7,1440.7,530.86,852.55,1360.2,596.74,875.44,1181.6,436.1,813.81,1230.5,352.39,825.14,1123.4,351.24,824.82
87,0.717,1134.9,219.44,825.18,1432.5,213.01,810.03,1188.5,208.62,1044.8,1395,212.83,1061.7,1246.1,374.27,1099.8,1375.1,402.09,1055.7,1440.1,531.29,852.66,1359.4,597.05,875.51,1181.2,436.12,813.85,1229.8,352.52,825.24,1123.1,351.25,824.67
88,0.725,1135.1,219.51,824.94,1432.9,213.13,810.3,1188.1,208.63,1044.5,1394.6,212.95,1061.8,1245.5,374.24,1099.6,1374.5,402.44,1055.6,1439.2,531.82,852.48,1358.3,597.42,875.45,1180.4,436.16,813.76,1228.8,352.64,825.17,1122.4,351.29,824.41
89,0.733,1135.2,219.62,824.66,1433.2,213.28,810.46,1187.6,208.65,1044.3,1394.2,213.06,1061.8,1245,374.21,1099.5,1373.9,402.88,1055.4,1437.9,532.47,852.07,1357,597.86,875.28,1179.4,436.21,813.52,1227.6,352.78,824.95,1121.5,351.35,824.06
90,0.742,1135.1,219.75,824.3,1433.5,213.43,810.5,1187.2,208.69,1044.1,1393.9,213.18,1061.7,1244.6,374.18,1099.4,1373.4,403.36,1054.9,1436.4,533.23,851.49,1355.4,598.37,875.05,1178.1,436.29,813.17,1226.2,352.94,824.59,1120.4,351.42,823.62
91,0.75,1135.1,219.88,823.87,1433.7,213.6,810.44,1186.8,208.75,1043.9,1393.6,213.3,1061.5,1244.3,374.15,1099.2,1372.8,403.86,1054.4,1434.7,534.11,850.79,1353.5,598.96,874.79,1176.6,436.4,812.73,1224.8,353.16,824.1,1119.1,351.51,823.14
92,0.758,1135,220,823.36,1433.8,213.75,810.31,1186.5,208.83,1043.7,1393.3,213.42,1061.2,1244.2,374.13,1099.2,1372.3,404.36,1053.8,1432.8,535.08,850.02,1351.5,599.6,874.5,1174.9,436.54,812.23,1223.5,353.45,823.54,1117.7,351.6,822.64
93,0.767,1135,220.12,822.79,1433.8,213.89,810.11,1186.3,208.93,1043.5,1393.1,213.52,1060.9,1244,374.1,1099.1,1371.8,404.86,1053.1,1430.7,536.13,849.2,1349.3,600.28,874.2,1173.1,436.68,811.69,1222.3,353.81,822.96,1116.2,351.69,822.15
94,0.775,1135,220.23,822.17,1433.8,214,809.89,1186,209.04,1043.3,1392.9,213.6,1060.5,1243.9,374.07,1099.1,1371.3,405.36,1052.4,1428.5,537.23,848.31,1346.9,600.98,873.87,1171.1,436.84,811.16,1221.1,354.23,822.4,1114.5,351.79,821.69
95,0.783,1135,220.32,821.51,1433.7,214.08,809.66,1185.8,209.16,1043.2,1392.7,213.67,1060.2,1243.8,374.03,1099,1370.8,405.84,1051.7,1426.1,538.33,847.34,1344.5,601.68,873.51,1169,436.99,810.66,1219.9,354.71,821.92,1112.6,351.89,821.27
96,0.792,1135.1,220.41,820.84,1433.5,214.11,809.45,1185.6,209.29,1043.1,1392.6,213.72,1059.9,1243.7,374.01,1099.1,1370.2,406.33,1051,1423.6,539.42,846.27,1341.8,602.36,873.09,1166.6,437.13,810.23,1218.6,355.21,821.54,1110.6,351.98,820.92
97,0.8,1135.2,220.49,820.17,1433.3,214.11,809.25,1185.4,209.42,1043,1392.4,213.77,1059.6,1243.6,374,1099.1,1369.7,406.82,1050.3,1420.9,540.46,845.06,1339,603.01,872.58,1164.1,437.25,809.86,1217,355.72,821.24,1108.3,352.05,820.66
98,0.808,1135.3,220.56,819.52,1433.1,214.07,809.11,1185.2,209.54,1043,1392.2,213.83,1059.4,1243.5,374.01,1099.2,1369.1,407.32,1049.7,1418,541.43,843.67,1336.1,603.61,871.98,1161.3,437.35,809.57,1215.3,356.2,821.02,1105.8,352.1,820.5
